Gene_name,MAPS_logFC,MAPS_pValue,MAPS_FDR,Pulse_logFC,Pulse_pValue,Pulse_FDR,MFE,MFE_pValue,combi_2pvals,combi_3pvals
SL1344_2621,4.85,1.444975e-06,2.01916e-05,0.266102881,0.292190174,0.867311043,-7.8499999046325675,0.15785652047632878,3.716523688651044e-06,1.0266652587309047e-05
mutS,4.84,2.49133e-08,6.897379999999999e-07,-0.05340485,0.817600448,0.982645709,-4.300000190734863,0.4683017121702915,2.247811960331428e-07,1.812383917748911e-06
SL1344_2984,4.84,6.5562e-08,1.51439e-06,-0.792261025,2.76979e-05,0.001514151,-7.869999885559082,0.2117055947854427,2.650054433692349e-07,1.6846068017083266e-10
acnB,4.83,1.210655e-07,2.5664099999999995e-06,0.03166578,0.869005047,0.988871448,-7.119999885559082,0.2901554404145077,6.380711802184311e-07,5.129344728321233e-06
SL1344_2263,4.83,4.4457e-09,1.66737e-07,-0.457585053,0.123371286,0.695261937,-9.4399995803833,0.11283838113106405,1.1243446460142742e-08,1.861389859671682e-08
STnc440,4.83,4.09802e-08,1.02964e-06,11.23540662,1.4115999999999986e-296,2.546599999999997e-293,-3.940000057220459,0.5227634051163463,3.9972658548234375e-07,7.406415098746774e-299
sapA,4.82,3.983870000000001e-07,6.89722e-06,-0.523910848,0.028010292000000003,0.39942638,-0.4300000071525574,0.9793548387096774,6.1476705522893316e-06,2.047584678980449e-06
infA,4.82,2.7513099999999992e-06,3.43723e-05,-0.699873359,0.001967459,0.061194748,-14.640000343322756,0.012296819787985866,6.158115333710448e-07,1.9901396571641447e-08
SL1344_2409,4.81,2.298645e-07,4.35891e-06,0.057095427,0.837458677,0.988871448,-9.710000038146973,0.08207705192629816,3.544255543285454e-07,2.8487798114031753e-06
rof,4.81,5.1248e-07,8.450729999999999e-06,-0.070471463,0.7842465959999999,0.980552058,-4.900000095367432,0.6391724879097259,5.218599660586112e-06,3.373203261684039e-05
SL1344_3587,4.8,5.6209e-08,1.33951e-06,-0.554945435,0.024553259,0.372219148,-2.5299999713897705,0.7564469914040115,7.642095606063127e-07,2.458747676956765e-07
SL1344_4433,4.8,8.1759e-09,2.77764e-07,0.008588398,0.96834008,0.993677761,-0.479999989271164,0.9739395619628499,1.564575628904922e-07,1.497146540226587e-06
nfnB,4.8,6.1866e-08,1.44194e-06,0.399863662,0.108517405,0.649844828,-5.210000038146973,0.4735931887721165,5.375165141077581e-07,6.740236849688479e-07
cpsB2,4.8,3.891465e-08,9.80475e-07,-0.26317907,0.235666285,0.861158581,-3.1700000762939453,0.8269650655021834,5.873650274762087e-07,1.4750129623814396e-06
rpsF,4.8,2.47224e-09,1.03597e-07,-0.195938855,0.32245079,0.8921797920000001,-0.6299999952316284,0.9692957746478872,4.9961904265434956e-08,1.8705890993311425e-07
aph%283%27%27%29-Ib,4.8,1.8826e-08,5.54031e-07,-0.542425129,0.00050701,0.018666239,-5.059999942779541,0.5786251753602857,2.1062136158116098e-07,2.0042818121611806e-09
SL1344_4425,4.8,1.2432e-07,2.62308e-06,0.109222616,0.598369082,0.97404575,-6.829999923706055,0.21575198994553832,4.944429221929208e-07,2.8890195774681436e-06
rfc,4.79,2.242425e-08,6.33073e-07,-0.30986503600000004,0.245873764,0.861158581,-4.0399999618530265,0.5849972268441487,2.5120251332529145e-07,6.828068429894337e-07
mod,4.79,1.010595e-07,2.20183e-06,-0.080482705,0.727451684,0.980552058,-11.3100004196167,0.04471172702314028,9.134272538663542e-08,6.945738188951386e-07
SL1344_0464,4.78,2.7363000000000005e-07,5.05767e-06,-0.182207878,0.341059877,0.901536158,-3.0199999809265137,0.7744953883170699,3.468586213080243e-06,1.10315663184802e-05
rfaG,4.78,1.58572e-08,4.82401e-07,0.160303036,0.47876885,0.951670844,-0.8199999928474426,0.9756825938566552,2.9371676576024704e-07,1.4440930002795491e-06
SL1344_2880,4.78,3.448805e-08,8.90078e-07,0.17343922399999998,0.412536884,0.942399755,-6.960000038146973,0.3429308705690615,2.277041315233548e-07,9.917987724352955e-07
dapA,4.78,2.212925e-09,9.48245e-08,-0.117173589,0.550840091,0.962120616,-4.019999980926514,0.6962201222901612,3.280274165672746e-08,2.037045957310643e-07
pagK,4.78,2.6296499999999993e-08,7.11227e-07,-0.112386759,0.6370009329999999,0.974581643,-5.260000228881836,0.4709246901811249,2.3785177271955208e-07,1.5281108537881653e-06
rpsS,4.76,5.86965e-07,9.50068e-06,0.078940921,0.7171396809999999,0.980552058,-0.6100000143051147,0.9610764055742432,8.680652186798085e-06,5.019143721406673e-05
SL1344_4424,4.75,2.12128e-09,9.19901e-08,0.014453429,0.944624612,0.990619629,-2.5799999237060547,0.8051470588235294,3.6187842426123e-08,3.6490079539709716e-07
chaA,4.75,4.997295e-05,0.000398018,-0.148640771,0.556342447,0.962120616,-5.670000076293945,0.4729552412888176,0.0002754131658287444,0.0009914245105973544
modA,4.75,4.433030000000001e-07,7.4879999999999984e-06,-0.34174966100000004,0.082398185,0.630120645,-8.489999771118164,0.2122335495829472,1.6162726255538069e-06,1.504403305446093e-06
fliY,4.75,1.6998400000000003e-08,5.10235e-07,0.151875034,0.45421727,0.951670844,-1.830000042915344,0.8834867663981588,2.855500017797844e-07,1.3409689717314974e-06
ribF,4.75,2.612185e-08,7.11227e-07,-0.000509592,0.997874699,0.999668167,-5.260000228881836,0.463806595863611,2.329660374056324e-07,2.241605683517538e-06
fabF,4.75,4.924715e-09,1.82053e-07,0.52789238,0.013772738,0.261537049,-6.46999979019165,0.16452173913043475,1.7771190840069134e-08,3.8410576643443496e-09
cyoD,4.75,1.189285e-05,0.000117883,-0.012054239,0.959642208,0.991822998,-5.630000114440918,0.3506190823015295,5.582453678648159e-05,0.00036280925637539147
fliM,4.74,7.365350000000002e-07,1.14741e-05,0.32214855600000003,0.087548418,0.630120645,-4.050000190734863,0.5819032761310452,6.712935712325967e-06,6.164006078747884e-06
SL1344_0213,4.73,7.6848e-06,8.08359e-05,0.024473284,0.914369672,0.990289457,-11.210000038146973,0.03704723867235918,4.575659296962011e-06,3.4126753623555235e-05
fabI,4.73,1.440315e-06,2.01736e-05,0.4320292120000001,0.030634636,0.410315052,-3.109999895095825,0.6117547329754168,1.3165751773778104e-05,4.59659978949723e-06
alaS,4.73,2.801545e-08,7.49615e-07,-0.103825022,0.5382226379999999,0.961340236,-8.489999771118164,0.2770716827656329,1.5271516406929922e-07,8.623581907269758e-07
STnc1275,4.73,2.78117e-06,3.46733e-05,-0.5531690779999999,0.023668513,0.361847439,-11.760000228881836,0.023975887107822988,1.1684745166567152e-06,3.576951057418973e-07
prfC,4.73,3.601575e-08,9.20289e-07,-0.376041846,0.08686000199999999,0.630120645,-3.6800000667572017,0.7241427768409219,4.815010129567951e-07,4.961598398354331e-07
lexA,4.73,2.62712e-08,7.11227e-07,-0.052666864,0.785111682,0.980552058,-3.9700000286102295,0.7788774580023441,3.827363014092116e-07,2.891493850402561e-06
yehU,4.72,1.28698e-07,2.70426e-06,-0.188891738,0.413805169,0.942399755,-4.110000133514403,0.6628145114101814,1.4737831308212704e-06,5.837790888403819e-06
SL1344_3478,4.72,1.021225e-06,1.51008e-05,0.182528735,0.447523872,0.951670844,-8.550000190734862,0.20599202777420603,3.4445930571943718e-06,1.3937833059864027e-05
cheW,4.71,5.04565e-08,1.22508e-06,-0.383745675,0.017341841,0.295189446,-4.150000095367432,0.6701270318262532,6.154657931414268e-07,1.4552964404083838e-07
SL1344_0222,4.71,1.20951e-08,3.88249e-07,-0.198402588,0.384999907,0.929724271,-9.010000228881836,0.094211123723042,2.4604709686418772e-08,1.117328155668771e-07
hha,4.71,1.576675e-08,4.812729999999999e-07,-0.125395172,0.618356444,0.97404575,-12.510000228881836,0.011329413451885843,4.188061964457838e-09,3.167170153899905e-08
gidA,4.71,2.157955e-08,6.140299999999999e-07,-0.120072893,0.592030512,0.969167916,-7.960000038146973,0.2218592622839254,9.650522737005956e-08,6.075881669873096e-07
res,4.71,3.1421e-08,8.25087e-07,-0.153860709,0.528647677,0.960226524,-7.75,0.24118108178730074,1.4927438833565954e-07,8.303386007692579e-07
SL1344_3289,4.71,4.555805e-07,7.65952e-06,0.593490038,0.02315761,0.360140765,-3.7699999809265137,0.6500833796553641,4.748225350071028e-06,1.3475271705768077e-06
SL1344_3014,4.7,8.3804e-08,1.87571e-06,-0.110472857,0.630037388,0.97404575,-7.070000171661378,0.2739822510212706,4.268294238582418e-07,2.6325378030845375e-06
SL1344_1065,4.7,2.417835e-07,4.553e-06,0.188573669,0.42937552,0.951670844,-0.7900000214576721,0.9335583857603192,3.680117140880795e-06,1.4300373474611008e-05
asnS,4.68,3.87704e-09,1.4913e-07,-0.03757571,0.822203852,0.982999828,-3.190000057220459,0.7123410812893284,5.718915558098778e-08,4.972267058575024e-07
SL1344_3963,4.68,4.420455e-06,5.12826e-05,-1.565909372,4.02569e-09,3.63117e-07,-1.7599999904632568,0.8883996146965736,5.2810486438341516e-05,8.50078696217131e-12
SroG,4.68,5.65605e-08,1.34434e-06,0.228862255,0.290316027,0.867311043,-1.4099999666213991,0.8983745209462138,9.04214913371016e-07,2.6790061453684456e-06
rfaL,4.68,4.618405e-08,1.12742e-06,-0.583709787,0.009160621,0.189951265,-3.109999895095825,0.5839048285514346,4.96967021926077e-07,6.615645754330032e-08
fliN,4.68,1.00462e-06,1.49097e-05,0.106219327,0.6273994620000001,0.97404575,-7.940000057220459,0.13627751056697274,2.3005820763197052e-06,1.2852431328844147e-05
rpmB,4.68,1.11189e-07,2.38791e-06,-0.100168894,0.672921876,0.980552058,-6.699999809265138,0.3741477272727273,7.486177844810927e-07,4.748373636080128e-06
clcA,4.68,5.92285e-07,9.55336e-06,-0.433754393,0.059644419,0.551701998,-0.9399999976158142,0.9533664068036852,8.688513668359367e-06,5.5986876038817404e-06
mltA,4.68,4.018835e-08,1.01115e-06,-0.33683303200000003,0.116738842,0.6744175059999999,-11.039999961853027,0.09348516949152542,7.664175192396596e-08,1.1170608705402991e-07
dnaN,4.67,5.58635e-08,1.3348e-06,0.070870574,0.744318864,0.980552058,-6.800000190734862,0.3404434465338198,3.571241646990696e-07,2.5818976974063427e-06
srfA,4.67,4.2943149999999996e-05,0.000348961,0.160101653,0.423149242,0.951670844,-7.190000057220459,0.20778863354891974,0.00011267078024063469,0.00034529034416120073
SL1344_2264,4.67,1.90638e-06,2.53062e-05,-0.086602354,0.721576398,0.980552058,-2.1199998855590816,0.8168876482903,2.2382359956218e-05,0.00012195448673847696
SL1344_1202,4.66,1.799125e-05,0.000167559,-0.129965352,0.6734247240000001,0.980552058,-0.14000000059604645,0.9926675465610794,0.00021311510798862233,0.0009199900831915583
SL1344_3943,4.66,2.911455e-07,5.29462e-06,-0.058342059,0.8204040159999999,0.982741597,-0.7599999904632568,0.9520332187857958,4.462212424835911e-06,3.0309855453558638e-05
coaA,4.65,3.13807e-06,3.83357e-05,-0.191500113,0.459801213,0.951670844,-7.809999942779541,0.11244914564686737,5.5955670958862065e-06,2.2528133244363458e-05
fldA,4.65,2.087905e-07,4.02412e-06,-0.367018682,0.059039912,0.551701998,-1.3899999856948853,0.9069171648163964,3.1205133179732294e-06,2.0897050353464024e-06
rfe,4.65,5.04595e-07,8.343600000000001e-06,-0.05272843,0.7760543320000001,0.980552058,-4.329999923706056,0.6545095457537854,5.258890824496238e-06,3.366422958327025e-05
nhaA,4.65,1.5843450000000004e-06,2.16856e-05,0.083079652,0.659993001,0.978681937,-4.940000057220459,0.443132292984676,1.0649926026042703e-05,5.65036766773006e-05
caiF,4.65,1.090485e-07,2.35202e-06,0.295744148,0.20587225,0.840851232,-1.5800000429153442,0.8628748416162185,1.6164576801307856e-06,3.418284693717193e-06
virK,4.64,1.974025e-07,3.85158e-06,-0.252408848,0.110981153,0.654281048,-5.639999866485597,0.3179508890770533,1.103639887921669e-06,1.3664467704156638e-06
bolA,4.64,3.4476999999999995e-05,0.000290502,-0.234727004,0.277577194,0.865346655,-3.759999990463257,0.7535746489759114,0.000300292094624958,0.0005980706816032985
SL1344_3127,4.64,7.09125e-08,1.62477e-06,0.147285467,0.47730526,0.951670844,-6.6599998474121085,0.34490608992601024,4.531191360206579e-07,2.1723861428664305e-06
rpmG,4.63,6.23205e-07,9.9229e-06,-0.250255047,0.391679848,0.929724271,-2.25,0.7513072900645955,7.2921892041884975e-06,2.5091134518689642e-05
allR,4.63,2.551485e-07,4.7698199999999985e-06,-0.016107781,0.951368296,0.991822998,-6.130000114440918,0.5091887634549751,2.1899567641841425e-06,1.7725556390573954e-05
SL1344_0165,4.63,1.49121e-06,2.07094e-05,0.170807563,0.452904245,0.951670844,-12.289999961853027,0.016460326392796848,4.5465516336841243e-07,2.0792017546598757e-06
SL1344_1226,4.62,2.28408e-07,4.34192e-06,0.024908261,0.921595131,0.990289457,-2.970000028610229,0.651717952256106,2.4889400172401286e-06,1.9432779640821476e-05
SL1344_P1_0091,4.61,2.26356e-08,6.370450000000001e-07,-0.078760718,0.706385432,0.980552058,-12.25,0.043500709952239584,2.140534952880236e-08,1.6999493388412166e-07
kbl,4.61,2.678995e-07,4.98088e-06,0.112805006,0.593472076,0.970646986,-5.9000000953674325,0.6090823339172619,2.713312561288667e-06,1.4289981593234698e-05
adk,4.61,9.78575e-09,3.239180000000001e-07,-0.347599819,0.094502899,0.641725258,-6.75,0.19277827514174872,3.978313391955109e-08,4.9097143827760614e-08
fliR,4.6,0.000542662,0.002938062,-0.14491105,0.541711147,0.962120616,-7.670000076293945,0.2033026529507309,0.0011156118024957336,0.0034671500886251237
SL1344_4323,4.6,3.555494999999999e-07,6.251569999999998e-06,-0.280787473,0.156732114,0.759356219,-6.559999942779541,0.2970515293469275,1.8021823617884267e-06,2.970031914850457e-06
SL1344_1506,4.6,7.73445e-07,1.19768e-05,0.007745781,0.968310759,0.993677761,-20.239999771118164,0.0002737101409607226,4.9274918512595244e-09,5.5784791169811705e-08
SL1344_3428,4.59,6.567e-07,1.03738e-05,0.17213147399999998,0.525738215,0.958980526,-13.260000228881836,0.013427663875252672,1.723597936415489e-07,9.471510370431297e-07
spaT,4.59,1.653475e-07,3.3742800000000008e-06,0.028525071000000006,0.85672235,0.988871448,-5.329999923706055,0.6631255599641623,1.866836225951662e-06,1.3910778998864239e-05
cheM,4.58,1.36922e-05,0.000132586,-0.236919078,0.144702473,0.745361281,-2.7100000381469727,0.7406112209213928,0.00012674695318496977,0.00015354829633111732
trmD,4.58,3.623175e-09,1.40866e-07,0.350250491,0.10524325,0.649844828,-4.539999961853027,0.4246093200056314,3.275710463115995e-08,4.495579532295267e-08
nrfA,4.58,2.33362e-06,2.98148e-05,-0.599484429,0.003878198,0.101395193,-5.889999866485597,0.3693781232648529,1.2898811997779742e-05,7.052360895593488e-07
flgM,4.58,2.024035e-06,2.65453e-05,0.0472873,0.785095192,0.980552058,-4.0399999618530265,0.4905068256707987,1.4716054131303484e-05,8.883516150834108e-05
StyR-8,4.58,3.0595300000000004e-07,5.52491e-06,-0.49461691,0.042371914,0.476366841,-3.2799999713897705,0.6058631921824105,3.0587068043243113e-06,1.5221719718964991e-06
priB,4.57,9.47825e-09,3.15475e-07,-0.180023458,0.478600436,0.951670844,-5.5,0.3194509436905319,6.242010193454495e-08,3.310675056617803e-07
invG,4.57,3.44288e-07,6.07726e-06,0.023017185,0.8775223440000001,0.988871448,-7.46999979019165,0.15785543608124253,9.63469151060222e-07,7.628865334992718e-06
imp,4.57,3.299405e-08,8.56808e-07,-0.147400967,0.390780356,0.929724271,-2.259999990463257,0.8330503678551217,5.06000837397811e-07,2.016018529646109e-06
STnc770,4.56,2.476795e-08,6.89528e-07,-0.746221483,0.000340172,0.013056833,-7.9099998474121085,0.17736093143596374,8.892604702356898e-08,5.961599179994726e-10
mscL,4.56,3.25148e-07,5.7733e-06,0.02085944,0.915918993,0.990289457,-3.7799999713897705,0.5198109272904212,2.804520481044639e-06,2.1615288640001527e-05
rffA,4.56,6.9967e-07,1.09282e-05,0.251282015,0.267617809,0.865346655,-3.0299999713897705,0.80748150178131,8.692915443770475e-06,2.1170988404866094e-05
SL1344_2135,4.56,6.13375e-08,1.43332e-06,-0.271271919,0.281276383,0.865346655,-6.829999923706055,0.3520893669838643,4.027867333428835e-07,1.208140880014474e-06
SL1344_1776,4.56,1.126365e-07,2.41612e-06,-0.107927309,0.586125121,0.96651711,-10.020000457763672,0.08842617631151974,1.934701766226754e-07,1.1656892327767625e-06
SL1344_2659,4.56,7.356049999999999e-08,1.67979e-06,-0.150799244,0.471401422,0.951670844,-14.619999885559082,0.011798636601992658,1.8976869356670493e-08,1.0484665558500042e-07
SL1344_3878,4.55,6.2182e-07,9.90955e-06,-0.135514145,0.470961668,0.951670844,-10.25,0.18994987790772394,2.002233220937237e-06,8.746096662511289e-06
SL1344_3162,4.55,8.77915e-07,1.32977e-05,0.219026788,0.295192059,0.867311043,-4.809999942779541,0.610364943698277,8.273187599441422e-06,2.202951310221096e-05
cbiJ,4.55,9.75725e-08,2.14005e-06,0.016128667,0.936736437,0.990289457,-3.990000009536743,0.6493637941006362,1.1135168893773296e-06,9.263668547315988e-06
SL1344_3859,4.54,6.77995e-06,7.32069e-05,-0.354670986,0.049288909000000006,0.521898505,-5.5,0.5500657030223389,5.0344376686816584e-05,2.5142522220260153e-05
cybC,4.53,1.5003e-06,2.07831e-05,0.248428284,0.232076614,0.861158581,-5.639999866485597,0.21996765181590944,5.2552378455048385e-06,1.1612151558103053e-05
galP,4.53,2.76102e-08,7.401009999999998e-07,-0.137553122,0.482687935,0.951670844,-8.460000038146973,0.09086819613135402,5.219348754321061e-08,2.813291628871984e-07
invC,4.53,3.548109999999999e-07,6.244680000000002e-06,0.172904905,0.293059338,0.867311043,-6.110000133514403,0.43339637935693054,2.566143871093912e-06,7.254383352228957e-06
SL1344_1264,4.53,6.0814e-06,6.677319999999999e-05,-0.156061141,0.569262769,0.962120616,-10.630000114440918,0.032589346843762836,3.2570446332554125e-06,1.635424872245605e-05
SL1344_1001,4.52,2.03813e-07,3.94505e-06,-0.17635241,0.458920792,0.951670844,-4.769999980926514,0.4387993941897288,1.540910905193025e-06,6.675828804352466e-06
pdxB,4.52,1.20637e-07,2.56034e-06,-0.222550173,0.32888880800000003,0.897480257,-2.049999952316284,0.906887417218543,1.8629580467642343e-06,5.93823551390788e-06
nhaR,4.52,3.94525e-06,4.65787e-05,0.285121444,0.223594879,0.849189816,-3.7699999809265137,0.6677487649964714,3.647861520212821e-05,6.964344817201888e-05
slt,4.51,2.36362e-06,3.01554e-05,-0.150320338,0.533579725,0.961340236,-3.119999885559082,0.8138710101142782,2.7241776561680685e-05,0.00011276794411352773
glmS,4.5,6.4415e-09,2.30109e-07,0.099194531,0.62858763,0.97404575,-6.130000114440918,0.3388392857142857,4.5710307263982184e-08,3.150470690943074e-07
glnE,4.5,2.077175e-07,4.00772e-06,0.26918327,0.244930037,0.861158581,-8.529999732971191,0.16610307047206818,6.273327802141817e-07,1.625617461225711e-06
brnQ,4.5,6.10685e-08,1.42889e-06,-0.149868329,0.444424324,0.951670844,-4.440000057220459,0.7018191405220142,7.699776589684764e-07,3.3671431506364537e-06
SL1344_3129,4.49,2.26832e-06,2.91457e-05,0.224993684,0.26491775300000003,0.865346655,-6.730000019073486,0.34093175666049297,1.16562362083709e-05,2.765659392342054e-05
hybB,4.49,1.30267e-06,1.84895e-05,-0.098855386,0.674868062,0.980552058,-8.159999847412111,0.09816225907664723,2.1575029200697537e-06,1.2905620934581826e-05
nusB,4.49,2.4920150000000002e-08,6.897379999999999e-07,0.052198187,0.78893992,0.980552058,-11.550000190734865,0.01789871944121071,1.0049527979423584e-08,9.138209798364619e-08
yjeI,4.48,2.72415e-07,5.04038e-06,-0.124172839,0.536286348,0.961340236,-7.320000171661378,0.2891324689212672,1.3670921188896163e-06,6.848734744363581e-06
SL1344_4300,4.48,7.8099e-08,1.76777e-06,0.026433914,0.90063631,0.990289457,-7.809999942779541,0.17867719644619942,2.663562010789348e-07,2.3209045771138726e-06
infC,4.48,5.676e-08,1.34671e-06,0.15601385199999998,0.31305573800000003,0.884831165,-1.5700000524520874,0.8765353931872863,8.863948415196129e-07,2.812481448502999e-06
ftnA,4.48,1.97703e-07,3.85158e-06,-0.455804167,0.017570921,0.296242443,-7.670000076293945,0.2101172620670848,7.475929579250194e-07,1.776155896160911e-07
ftsZ,4.48,3.0921849999999996e-08,8.14351e-07,-0.187787453,0.349105315,0.906186982,-1.7699999809265137,0.9506253256904638,5.391776858578242e-07,1.935199868371735e-06
SL1344_0180,4.48,1.881635e-06,2.50145e-05,-0.120939874,0.607811632,0.97404575,-8.770000457763674,0.10227573432124902,3.168318980770344e-06,1.6883964931341424e-05
nuoN,4.47,2.0356799999999993e-06,2.65921e-05,0.197241946,0.341045799,0.901536158,-9.020000457763672,0.12342569269521413,4.06952960387468e-06,1.2825172866649055e-05
prfB,4.47,1.4373900000000001e-07,2.97709e-06,0.05798464900000001,0.805526472,0.980552058,-2.630000114440918,0.8543900318748189,2.077026543217016e-06,1.4561862519350806e-05
mraZ,4.47,1.40057e-07,2.91147e-06,-0.097243608,0.577637751,0.963536152,-7.460000038146973,0.4548097585640248,1.1191387190109663e-06,6.057548984683819e-06
rpmD,4.47,4.9022e-07,8.14325e-06,0.217524491,0.328492763,0.897480257,-11.390000343322756,0.06255612092187968,5.611957384347295e-07,1.9033038860899347e-06
SL1344_1685,4.47,2.279265e-07,4.33876e-06,-0.034583739,0.888063286,0.989070004,-7.420000076293945,0.17214443625644804,7.083585964376934e-07,5.770830185760606e-06
SL1344_2047,4.46,6.39045e-07,1.01304e-05,-0.299114971,0.219250152,0.844215608,-10.90999984741211,0.07385069025599786,8.433080974090066e-07,1.949623035750738e-06
phoN,4.46,5.2402e-06,5.88992e-05,-0.389401652,0.105995273,0.649844828,-2.990000009536743,0.5745636772075341,4.128838125516106e-05,4.079273919419781e-05
prgH,4.46,2.685675e-07,4.98088e-06,0.040165901,0.794852881,0.980552058,-6.559999942779541,0.21859799713876968,1.0362419869284188e-06,7.482753809196357e-06
pldA,4.46,2.10063e-07,4.044330000000002e-06,-0.247430207,0.279972612,0.865346655,-8.359999656677246,0.24934106483921986,9.304724068034897e-07,2.664781336718904e-06
SL1344_1787,4.45,3.887785e-06,4.6051e-05,-0.072017506,0.7838577720000001,0.980552058,-2.5199999809265137,0.7823317640542786,4.167863923366419e-05,0.00023306061332691323
fliD,4.45,4.0136550000000005e-06,4.717020000000001e-05,0.26447275600000003,0.073071177,0.604500354,-7.880000114440918,0.15849486887115166,9.712541418053268e-06,7.457002525116378e-06
srfB,4.45,1.13297e-05,0.000113171,0.005654735,0.978885466,0.996236646,-4.420000076293945,0.5243565508215792,7.74304364967177e-05,0.0004984733486722671
menG,4.44,1.9624e-08,5.69159e-07,0.027876782000000003,0.881110918,0.989070004,-5.070000171661377,0.4340627699395335,1.6679256389846614e-07,1.4612587003444269e-06
slrP,4.43,6.43315e-07,1.01802e-05,0.090484915,0.617737719,0.97404575,-6.039999961853027,0.3410451823625476,3.583313872066243e-06,1.922598144052836e-05
nuoC,4.42,2.5351500000000003e-07,4.74421e-06,-0.111892895,0.532263831,0.960618018,-3.4200000762939453,0.7279628848587094,3.0460539090346165e-06,1.4471162715011215e-05
nuoI,4.42,7.677e-07,1.19083e-05,0.269880325,0.316919453,0.8886253040000001,-3.220000028610229,0.6685454830123688,7.946284011841314e-06,2.257761217095174e-05
metH,4.4,4.72278e-07,7.8997e-06,-0.064734841,0.778823415,0.980552058,-4.0300002098083505,0.4893090909090909,3.7622499357876743e-06,2.4679976163749116e-05
SL1344_3419,4.4,5.3231e-07,8.72192e-06,0.032343147,0.877596002,0.988871448,-4.260000228881837,0.5878879428728372,4.999901473013535e-06,3.576583561840263e-05
yhjA,4.39,2.204045e-05,0.000199104,-0.058156145,0.809566407,0.980552058,-2.0699999332427983,0.8616770002952465,0.00022546065926689178,0.00113001584010586
parE,4.39,9.5163e-08,2.0987e-06,0.430516538,0.061740558,0.554129191,-3.190000057220459,0.7926707543134179,1.3125345861609905e-06,9.510790365895803e-07
SL1344_2594,4.38,8.77085e-08,1.951e-06,-0.099145508,0.659308498,0.978681937,-6.1599998474121085,0.5134505949301603,8.068219894442129e-07,5.004129934459408e-06
mrcA,4.38,1.4373950000000003e-06,2.01638e-05,-0.248510477,0.266424626,0.865346655,-3.539999961853028,0.6769517795637199,1.4442775990075726e-05,3.4002833002420775e-05
STnc610,4.37,1.974625e-06,2.6077800000000006e-05,-0.234910484,0.337422701,0.8991572840000001,-8.689999580383299,0.1055136850456168,3.4136154736800043e-06,1.0763840532628984e-05
emrR,4.37,1.696345e-06,2.28444e-05,-0.351183098,0.16367030400000002,0.76294891,-7.210000038146973,0.22404142177441927,5.998337942284835e-06,9.657310826058721e-06
SL1344_1587,4.37,1.07959e-06,1.58598e-05,-0.373087065,0.105897839,0.649844828,-16.049999237060547,0.004443170417084707,9.668106869082485e-08,1.277005409907853e-07
rfbN,4.37,1.7700800000000005e-07,3.55019e-06,-0.231946568,0.434390431,0.951670844,-6.320000171661378,0.3085569762540396,9.679736475379592e-07,4.096762978021712e-06
sipA,4.36,9.69445e-08,2.13018e-06,0.09000039,0.6106131229999999,0.97404575,-8.829999923706055,0.19487587946369309,3.5487986282785426e-07,2.149314116361192e-06
SL1344_4230,4.36,8.68875e-06,8.95685e-05,-0.30875605300000003,0.07448289,0.607996083,-0.10000000149011612,0.9953325554259044,0.0001094702440480992,7.527630024791783e-05
htrB,4.36,4.378715e-07,7.445889999999999e-06,-0.019744085,0.936410571,0.990289457,-1.1699999570846558,0.9078982959156072,6.256513804180618e-06,4.6673589281704954e-05
SL1344_1126,4.36,3.9525e-06,4.66338e-05,0.099410614,0.690708186,0.980552058,-6.5999999046325675,0.22939664297595644,1.3521893009676778e-05,7.345555289763265e-05
secB,4.35,3.5303050000000007e-06,4.24295e-05,0.016519483999999997,0.936593087,0.990289457,-2.0199999809265137,0.9045296167247386,4.3602335882033673e-05,0.0002829850752294326
rplI,4.35,4.15375e-07,7.150160000000001e-06,-0.040403197,0.89117236,0.989070004,-8.9399995803833,0.11050875729774813,8.21506663289041e-07,6.656215663105169e-06
epd,4.35,5.87495e-06,6.49898e-05,0.08255573299999999,0.705828916,0.980552058,-2.7100000381469727,0.7302549751243781,5.7313683761090125e-05,0.0002860049039093895
sodCI,4.34,1.573005e-06,2.15467e-05,0.218418612,0.341324388,0.901536158,-10.649999618530273,0.06675675675675675,1.792417074146641e-06,5.917698718239527e-06
SL1344_3950,4.34,8.4841e-07,1.29596e-05,-0.281475386,0.183604405,0.788853218,-9.1899995803833,0.13064451293045692,1.8859641236161703e-06,3.5722625287360895e-06
SL1344_3272,4.33,6.6459e-07,1.04801e-05,-0.365354816,0.068654597,0.584978435,-8.060000419616701,0.19378223895162414,2.1719863824395073e-06,1.6930126024176058e-06
sigD,4.33,4.49186e-08,1.10249e-06,0.232590933,0.134973667,0.714054237,-2.470000028610229,0.8379958246346555,6.811306118122033e-07,1.0286304764461354e-06
SL1344_1365,4.33,1.442035e-06,2.01817e-05,-0.352870788,0.048264776,0.518271765,-6.579999923706055,0.25796093122825803,5.879058961605224e-06,3.193777952330074e-06
SL1344_2697,4.32,1.138425e-06,1.65223e-05,-0.003450305,0.986669793,0.99717216,-11.1899995803833,0.06781897347935084,1.3416056906607584e-06,1.1556869902716722e-05
ptsH,4.32,9.9334e-08,2.1747400000000004e-06,-0.34046446,0.126422562,0.69905874,-5.820000171661378,0.5439977897499655,9.582783451041468e-07,1.3427691921871379e-06
mdoB,4.32,5.96755e-06,6.5884e-05,-0.018823474,0.924004186,0.990289457,-6.980000019073486,0.35266030013642563,2.9613564956152443e-05,0.000195659702504477
