RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
InvR,pagC#gene1201,NC_016810,3067503,3067510,+,NC_016810,1289419,1289429,+,158,311003,869,19424700,11.35604363,1.10E-94,sRNA,CDS
SL1344_1008#gene1024.5UTR,MgrR,NC_016810,1116591,1116606,-,NC_016810,1550812,1550844,+,156,366,43072,19693136,194.8782428,1.76E-272,5UTR,sRNA
tRNA-Ala#rna2,MgrR,NC_016810,290966,290968,+,NC_016810,1550829,1550844,+,155,2732,43073,19690770,25.93633348,4.92E-148,tRNA,sRNA
aspA#gene4347,SL1344_1968#gene1996,NC_016810,4592873,4592895,-,NC_016810,2073617,2073618,+,155,2141,192774,19541660,7.33885023,4.10E-70,CDS,CDS
glpF#gene4109,STnc440,NC_016810,4317303,4317398,-,NC_016810,4580518,4580565,+,154,9700,39718,19687158,7.869454738,1.69E-74,CDS,sRNA
MgrR,SL1344_1663#gene1684,NC_016810,1550746,1550797,+,NC_016810,1784928,1785149,-,151,3653,34256,19698670,23.76990959,4.87E-139,sRNA,CDS
lrhA#gene2338.5UTR,RprA,NC_016810,2438846,2438919,-,NC_016810,1401685,1401693,-,148,2298,64735,19669549,19.56892374,1.07E-123,5UTR,sRNA
STnc870,siiF#gene4282,NC_016810,4292532,4292555,+,NC_016810,4520731,4521087,+,146,18135,4769,19713680,33.27941443,4.98E-155,sRNA,CDS
OmrA,nhaA#gene39,NC_016810,3191631,3191634,-,NC_016810,46232,46235,+,145,75393,608,19660584,62.19132535,9.73E-187,sRNA,CDS
cheY#gene1873,MgrR,NC_016810,1970074,1970136,-,NC_016810,1550841,1550844,+,144,720,43084,19692782,91.41575527,4.22E-210,CDS,sRNA
ompD#gene1523,RybB,NC_016810,1612008,1612058,+,NC_016810,941812,941819,-,144,6303,47243,19683040,9.518530194,1.05E-79,CDS,sRNA
cstA#gene595.5UTR,ArcZ,NC_016810,660725,660750,+,NC_016810,3511894,3511917,+,141,2624,41774,19692191,25.33047064,6.24E-133,5UTR,sRNA
tRNA-Leu#rna62,InvR,NC_016810,3482491,3482491,-,NC_016810,3067547,3067586,+,139,2413,332891,19401287,3.357267642,3.60E-25,tRNA,sRNA
lppA#gene1331,STnc870,NC_016810,1416440,1416481,-,NC_016810,4292541,4292599,+,138,16311,21067,19699214,7.911242584,1.21E-66,CDS,sRNA
sdaC#gene3003.5UTR,greB#gene3531.ompR#gene3530.IGR,NC_016810,3142158,3142186,+,NC_016810,3681893,3681898,-,137,191,6271,19730131,2256.733979,0,5UTR,IGR
traS,CyaR,NC_017720,11156,11193,-,NC_016810,2228888,2228932,+,135,5028,72352,19659215,7.295484366,1.14E-60,NC_017720#gene,sRNA
MgrR,SL1344_2780#gene2827,NC_016810,1550794,1550801,+,NC_016810,2968409,2968415,-,134,5131,3582,19727883,143.8327175,5.56E-225,sRNA,CDS
SL1344_2763#gene2811.3UTR,InvR,NC_016810,2949371,2949384,-,NC_016810,3067543,3067587,+,130,82,332900,19403618,92.40562756,7.31E-165,3UTR,sRNA
SL1344_1190#gene1208.5UTR,MicA,NC_016810,1295509,1295550,-,NC_016810,2989472,2989505,+,130,6241,4911,19725448,83.66544228,2.85E-188,5UTR,sRNA
ArcZ,siiB#gene4278,NC_016810,3511862,3511864,+,NC_016810,4500684,4500699,+,129,116272,8204,19612125,2.652244566,8.68E-15,sRNA,CDS
glpA#gene2292,ArcZ,NC_016810,2389518,2389547,+,NC_016810,3511915,3511918,+,128,1190,18094,19717318,117.2131299,4.38E-202,CDS,sRNA
ArcZ,katE#gene1273,NC_016810,3511862,3511863,+,NC_016810,1354024,1354075,-,128,116273,45,19620284,479.9808023,1.44E-237,sRNA,CDS
SL1344_3199#gene3256.5UTR,MgrR,NC_016810,3415687,3415740,+,NC_016810,1550835,1550843,+,128,1668,43100,19691834,35.06088056,4.29E-137,5UTR,sRNA
ompC#gene2276.5UTR,SL1344_1968#gene1996,NC_016810,2364281,2364295,-,NC_016810,2073568,2073570,+,128,1068,21476,19714058,110.0173935,2.59E-198,5UTR,CDS
fkpA#gene3481.5UTR,SL1344_1968#gene1996,NC_016810,3627345,3627381,-,NC_016810,2073569,2073576,+,127,245,21477,19714881,475.8369679,6.51E-268,5UTR,CDS
miaA#gene4381,STnc840,NC_016810,4625006,4625086,+,NC_016810,1224276,1224296,+,127,12805,21362,19702436,9.147494412,5.48E-68,CDS,sRNA
siiD#gene4280,CyaR,NC_016810,4502516,4502564,+,NC_016810,2228906,2228932,+,126,495,52607,19683502,95.24105088,3.37E-184,CDS,sRNA
sipC#gene2915,STnc440,NC_016810,3051409,3051427,-,NC_016810,4580559,4580566,+,126,2022,39746,19694836,30.8779411,1.68E-128,CDS,sRNA
ArcZ,dcuA#gene4346.5UTR,NC_016810,3511862,3511863,+,NC_016810,4591259,4591594,-,123,116278,3327,19617002,6.237167305,1.46E-47,sRNA,5UTR
tRNA-Leu#rna80,CyaR,NC_016810,4162611,4162685,+,NC_016810,2228872,2228931,+,123,16478,72364,19647765,2.026708099,9.68E-06,tRNA,sRNA
SL1344_2848#gene2900,MgrR,NC_016810,3035924,3035957,-,NC_016810,1550809,1550843,+,123,5080,43105,19688422,11.05922412,1.43E-74,CDS,sRNA
siiE#gene4281,InvR,NC_016810,4509316,4509386,+,NC_016810,3067508,3067585,+,121,313,332909,19403387,22.53165238,1.32E-100,CDS,sRNA
ArcZ,SL1344_3943#gene4018,NC_016810,3511862,3511863,+,NC_016810,4224514,4224548,+,118,116283,507,19619822,39.269275,3.09E-128,sRNA,CDS
rob#gene4607.5UTR,STnc870,NC_016810,4864149,4864158,-,NC_016810,4292597,4292599,+,118,805,21087,19714720,137.0446046,5.55E-193,5UTR,sRNA
ArcZ,sicP#gene2911.5UTR,NC_016810,3511840,3511863,+,NC_016810,3046510,3046991,-,117,116284,2977,19617352,6.630212524,1.42E-47,sRNA,5UTR
SL1344_4250#gene4333,FnrS,NC_016810,4581406,4581444,-,NC_016810,1706784,1706785,-,117,2671,16573,19717369,52.11464785,3.28E-145,CDS,sRNA
siiC#gene4279,STnc440,NC_016810,4501420,4501450,+,NC_016810,4580534,4580565,+,117,1830,39755,19695028,31.67375965,3.40E-120,CDS,sRNA
SL1344_1685#gene1706.5UTR,ArcZ,NC_016810,1807840,1808100,-,NC_016810,3511893,3511917,+,115,2215,41800,19692600,24.45968657,6.53E-106,5UTR,sRNA
siiE#gene4281,DapZ,NC_016810,4504095,4504189,+,NC_016810,74872,74882,+,115,3370,127580,19605665,5.244051152,4.38E-37,CDS,sRNA
ArcZ,cap#gene3494,NC_016810,3511862,3511864,+,NC_016810,3637015,3637283,+,114,116287,1241,19619088,15.49818064,8.70E-83,sRNA,CDS
sipC#gene2915,CyaR,NC_016810,3051560,3051885,-,NC_016810,2228888,2228931,+,114,3129,72373,19661114,9.897621329,1.39E-63,CDS,sRNA
spaO#gene2922,InvR,NC_016810,3057029,3057095,-,NC_016810,3067533,3067587,+,114,2863,332916,19400837,2.320434438,2.42E-08,CDS,sRNA
RprA,SL1344_2594#gene2640,NC_016810,1401730,1401731,-,NC_016810,2768999,2769022,+,114,98214,1104,19637298,20.64638918,6.96E-96,sRNA,CDS
invI#gene2924,invB#gene2926,NC_016810,3058911,3058944,-,NC_016810,3060532,3060605,-,114,5739,13642,19717235,28.71022487,3.63E-113,CDS,CDS
ArcZ,mglA#gene2198,NC_016810,3511862,3511862,+,NC_016810,2283597,2283956,-,113,116288,1123,19619206,16.9763849,5.17E-86,sRNA,CDS
SL1344_3158#gene3215,InvR,NC_016810,3368069,3368081,-,NC_016810,3067534,3067588,+,112,428,332918,19403272,15.25147856,2.55E-77,CDS,sRNA
STnc870,cfa#gene1381.5UTR,NC_016810,4292542,4292556,+,NC_016810,1462316,1462363,-,112,18169,4632,19713817,26.23548927,7.93E-107,sRNA,5UTR
nrfA#gene4297.5UTR,STnc870,NC_016810,4537179,4537381,+,NC_016810,4292579,4292599,+,112,16536,21093,19698989,6.325475007,6.92E-44,5UTR,sRNA
ArcZ,siiD#gene4280,NC_016810,3511862,3511863,+,NC_016810,4503629,4503636,+,111,116290,1663,19618666,11.26050409,8.07E-67,sRNA,CDS
dkgA#gene3196,InvR,NC_016810,3346150,3346325,+,NC_016810,3067551,3067586,+,111,400,332919,19403300,16.17335072,6.53E-79,CDS,sRNA
SL1344_2283#gene2322,STnc2000,NC_016810,2418413,2418423,+,NC_016810,1204287,1204314,-,111,1065,710,19734844,2897.0015,0,CDS,sRNA
DapZ,oppA#gene1698,NC_016810,74846,74856,+,NC_016810,1798052,1798052,-,110,263317,2211,19471092,3.678877721,4.52E-22,sRNA,CDS
gcd#gene170,CyaR,NC_016810,200284,200547,-,NC_016810,2228909,2228932,+,109,536,52624,19683461,76.06402734,3.06E-149,CDS,sRNA
ArcZ,bcp#gene2500,NC_016810,3511862,3511863,+,NC_016810,2603466,2603558,+,108,116293,281,19620048,64.84312355,4.98E-137,sRNA,CDS
STnc870,truA#gene2376,NC_016810,4292542,4292543,+,NC_016810,2478308,2478364,-,108,18173,873,19717576,134.225926,9.89E-176,sRNA,CDS
sicP#gene2911,ArcZ,NC_016810,3046658,3046690,-,NC_016810,3511895,3511900,+,107,410,23586,19712627,218.117309,1.13E-193,CDS,sRNA
ChiX,mreC#gene3401,NC_016810,555494,555496,+,NC_016810,3564836,3564840,-,107,5028245,102,14708276,3.068519915,9.57E-09,sRNA,CDS
siiA#gene4277,CyaR,NC_016810,4499308,4499393,+,NC_016810,2228925,2228932,+,106,4993,52627,19679004,7.938506403,4.69E-50,CDS,sRNA
thrS#gene1288,InvR,NC_016810,1370871,1370910,+,NC_016810,3067548,3067586,+,105,1206,332925,19402494,5.074031285,1.74E-31,CDS,sRNA
aspA#gene4347,MgrR,NC_016810,4592775,4592871,-,NC_016810,1550815,1550844,+,105,2549,43123,19690953,18.8094992,4.17E-85,CDS,sRNA
ArcZ,glpT#gene2291,NC_016810,3511862,3511863,+,NC_016810,2387301,2387353,-,104,116297,2169,19618160,8.088417268,2.54E-49,sRNA,CDS
prgK#gene2903,InvR,NC_016810,3038251,3038290,-,NC_016810,3067531,3067589,+,104,2970,332926,19400730,2.040550037,0.000453645,CDS,sRNA
STnc440,invI#gene2924,NC_016810,4580469,4580503,+,NC_016810,3058812,3059143,-,104,46266,14791,19675569,2.990206281,1.59E-14,sRNA,CDS
ArcZ,dsbC#gene3075,NC_016810,3511860,3511863,+,NC_016810,3224659,3224688,-,102,116299,47,19620282,366.1268495,2.55E-182,sRNA,CDS
gpmA#gene766,CyaR,NC_016810,836162,836193,-,NC_016810,2228891,2228932,+,102,1122,72385,19663121,24.69512267,4.64E-93,CDS,sRNA
rpoE#gene2651.5UTR,STnc440,NC_016810,2780451,2780482,-,NC_016810,4580510,4580564,+,102,1226,39770,19695632,41.20254399,4.32E-115,5UTR,sRNA
glpK#gene4108,FnrS,NC_016810,4316533,4316539,-,NC_016810,1706833,1706851,-,100,2854,94267,19639509,7.299901013,1.40E-43,CDS,sRNA
GcvB,dcuA#gene4346.5UTR,NC_016810,3156809,3156816,+,NC_016810,4591432,4591439,-,100,808414,398,18927818,5.88279417,9.04E-33,sRNA,5UTR
minD#gene1766,MgrR,NC_016810,1870161,1870188,+,NC_016810,1550836,1550843,+,100,115,43128,19693387,397.0665078,7.46E-197,CDS,sRNA
ArcZ,SL1344_3351#gene3406,NC_016810,3511862,3511863,+,NC_016810,3570797,3570797,+,99,116302,8,19620321,2087.680972,3.34E-203,sRNA,CDS
siiD#gene4280,MgrR,NC_016810,4502924,4502965,+,NC_016810,1550836,1550843,+,99,206,43129,19693296,219.4406062,2.47E-175,CDS,sRNA
RybD,glpF#gene4109,NC_016810,807325,807380,+,NC_016810,4317731,4317800,-,99,17955,18868,19699808,5.75686322,7.30E-35,sRNA,CDS
ArcZ,SL1344_1632#gene1653,NC_016810,3511862,3511863,+,NC_016810,1751034,1751230,+,98,116303,174,19620155,95.01416237,5.33E-137,sRNA,CDS
slrP#gene793,STnc440,NC_016810,866693,866746,+,NC_016810,4580531,4580566,+,98,1361,39774,19695497,35.65624666,1.27E-104,CDS,sRNA
fliC#gene1914,CyaR,NC_016810,2005667,2005774,-,NC_016810,2228891,2228931,+,97,4880,72390,19659363,5.398123017,1.10E-31,CDS,sRNA
asnS#gene953.3UTR,RUF_220c,NC_016810,1048042,1048045,-,NC_016810,3035650,3035685,-,96,195,58953,19677486,164.3237447,9.80E-158,3UTR,sRNA
SL1344_1814#gene1836.5UTR,GlmZ,NC_016810,1932319,1932323,-,NC_016810,4163342,4163346,+,96,241,15219,19721174,516.1796019,1.25E-206,5UTR,sRNA
SL1344_3112#gene3169,STnc870,NC_016810,3321471,3321749,-,NC_016810,4292551,4292599,+,96,12344,21109,19703181,7.259120523,8.34E-42,CDS,sRNA
ArcZ,mppA#gene1630,NC_016810,3511862,3511863,+,NC_016810,1729648,1729707,-,95,116306,66,19620263,242.818837,8.16E-160,sRNA,CDS
ArcZ,phoP#gene1187,NC_016810,3511862,3511864,+,NC_016810,1276182,1276301,-,95,116306,1181,19619148,13.5691215,2.71E-63,sRNA,CDS
lysS#gene3072.3UTR,MgrR,NC_016810,3219827,3219868,-,NC_016810,1550836,1550843,+,94,18,43134,19693484,2384.285014,1.41E-223,3UTR,sRNA
ArcZ,relA#gene2990,NC_016810,3511862,3511862,+,NC_016810,3126368,3126559,-,94,116307,2866,19617463,5.5320826,3.34E-31,sRNA,CDS
STnc870,SL1344_1663#gene1684,NC_016810,4292510,4292555,+,NC_016810,1784903,1785300,-,94,18187,39037,19679412,2.60556835,4.92E-09,sRNA,CDS
tRNA-Asp#rna5,SroC,NC_016810,294819,294866,+,NC_016810,728129,728178,-,94,3352,261075,19472209,2.091576623,0.000959059,tRNA,sRNA
orgAb#gene2901,DapZ,NC_016810,3036905,3036915,-,NC_016810,74877,74890,+,93,3922,127602,19605113,3.643235353,7.10E-18,CDS,sRNA
invJ#gene2923,InvR,NC_016810,3058321,3058377,-,NC_016810,3067533,3067586,+,92,1357,332938,19402343,3.950925051,1.54E-19,CDS,sRNA
sipD#gene2914,InvR,NC_016810,3049550,3049550,-,NC_016810,3067532,3067585,+,92,1467,332938,19402233,3.654652283,2.53E-17,CDS,sRNA
dacC#gene855.5UTR,STnc870,NC_016810,934708,934718,+,NC_016810,4292567,4292599,+,92,816,21113,19714709,105.278113,1.36E-139,5UTR,sRNA
STnc870,prgH#gene2906,NC_016810,4292524,4292559,+,NC_016810,3039570,3039624,-,92,18189,16650,19701799,5.98508952,2.43E-33,sRNA,CDS
STnc870,yddA,NC_016810,4292542,4292555,+,NC_017718,27965,27975,+,92,18189,2981,19715468,33.45215644,3.74E-96,sRNA,NC_017718#gene
iagB#gene2909,CyaR,NC_016810,3044457,3044481,+,NC_016810,2228925,2228932,+,91,1333,52642,19682664,25.5248231,3.89E-84,CDS,sRNA
tsx#gene413.5UTR,STnc1010,NC_016810,467912,467951,-,NC_016810,41677,41710,+,91,863,860,19734916,2419.73289,1.07E-259,5UTR,sRNA
hilC#gene2899,ArcZ,NC_016810,3035183,3035195,-,NC_016810,3511872,3511899,+,90,35297,23603,19677740,2.125752635,0.000798389,CDS,sRNA
spaS#gene2918,DapZ,NC_016810,3054156,3054555,-,NC_016810,74870,74893,+,90,1071,127605,19607964,12.91272338,7.25E-58,CDS,sRNA
sipB#gene2916,InvR,NC_016810,3052906,3052983,-,NC_016810,3067540,3067588,+,90,1902,332940,19401798,2.757452248,1.62E-09,CDS,sRNA
STnc440,siiE#gene4281,NC_016810,4580496,4580499,+,NC_016810,4504003,4504018,+,90,39269,4430,19692941,10.18824831,2.00E-50,sRNA,CDS
STnc870,hilC#gene2899,NC_016810,4292541,4292557,+,NC_016810,3035104,3035249,-,90,18191,10992,19707457,8.87033054,9.90E-46,sRNA,CDS
STnc440,sptP#gene2910,NC_016810,4580494,4580500,+,NC_016810,3046229,3046254,-,89,39270,833,19696538,53.58879631,2.58E-109,sRNA,CDS
prgH#gene2906,STnc870,NC_016810,3039641,3039694,-,NC_016810,4292564,4292598,+,89,12432,21116,19703093,6.679927657,1.17E-35,CDS,sRNA
ArcZ,SL1344_2482#gene2527,NC_016810,3511862,3511863,+,NC_016810,2651853,2651887,-,88,116313,412,19619917,36.02917888,1.64E-91,sRNA,CDS
SL1344_1150#gene1168,ChiX,NC_016810,1252807,1253001,-,NC_016810,555572,555573,+,88,0,9700949,10035693,inf,4.04E-21,CDS,sRNA
hemN#gene4025,CyaR,NC_016810,4233097,4233123,+,NC_016810,2228930,2228931,+,88,91,52645,19683906,361.5725334,6.65E-168,CDS,sRNA
yfgA#gene2531,InvR,NC_016810,2655329,2655358,-,NC_016810,3067534,3067586,+,88,513,332942,19403187,9.997002305,2.27E-46,CDS,sRNA
glpT#gene2291,MgrR,NC_016810,2386648,2386685,-,NC_016810,1550836,1550844,+,87,8314,43141,19685188,4.77483745,2.71E-24,CDS,sRNA
glpT#gene2291,STnc2000,NC_016810,2387354,2387358,-,NC_016810,1204288,1204295,-,87,55548,348,19680747,88.57540776,4.69E-123,CDS,sRNA
prgH#gene2906,STnc440,NC_016810,3039636,3039682,-,NC_016810,4580528,4580565,+,87,12434,39785,19684424,3.461877836,3.68E-15,CDS,sRNA
hupB#gene452,STnc870,NC_016810,507605,507687,+,NC_016810,4292581,4292599,+,87,29775,21118,19685750,2.723746357,4.82E-09,CDS,sRNA
sptP#gene2910,MgrR,NC_016810,3045733,3045774,-,NC_016810,1550803,1550843,+,86,16240,43142,19677262,2.415331916,4.06E-06,CDS,sRNA
SL1344_1968#gene1996,dnaN#gene3864,NC_016810,2073534,2073549,+,NC_016810,4064902,4064943,-,86,213127,286,19523231,27.54518155,2.19E-78,CDS,CDS
siiB#gene4278,STnc440,NC_016810,4500936,4500943,+,NC_016810,4580559,4580565,+,86,2576,39786,19694282,16.52579901,2.11E-64,CDS,sRNA
STnc870,cbiN#gene2030,NC_016810,4292541,4292543,+,NC_016810,2100621,2101050,-,86,18195,3468,19714981,26.86975245,9.05E-82,sRNA,CDS
hupB#gene452,SdsR,NC_016810,507566,507925,+,NC_016810,1925621,1925676,-,86,46220,7377,19683047,4.964563342,4.21E-25,CDS,sRNA
SL1344_3771#gene3830,ArcZ,NC_016810,4027058,4027368,-,NC_016810,3511899,3511913,+,85,781,41830,19694034,51.24065948,1.56E-102,CDS,sRNA
trmU#gene1190,ArcZ,NC_016810,1278919,1278926,-,NC_016810,3511886,3511899,+,84,147,23609,19712890,477.1277297,5.92E-175,CDS,sRNA
GJB7-4645,ChiX,NC_017720,74759,74764,+,NC_016810,555572,555574,+,84,11,9700953,10035682,7.899854488,3.62E-09,NC_017720#gene,sRNA
STnc870,SL1344_1678#gene1699.AS,NC_016810,4292542,4292543,+,NC_016810,1798321,1798430,-,84,18197,885,19717564,102.8464912,1.75E-126,sRNA,AS
STnc440,SL1344_2283#gene2322,NC_016810,4580488,4580503,+,NC_016810,2418371,2418384,+,84,46286,461,19689899,77.51258098,6.61E-115,sRNA,CDS
ArcZ,prgI#gene2905,NC_016810,3511862,3511863,+,NC_016810,3038831,3038857,-,83,116318,1619,19618710,8.64678708,1.96E-40,sRNA,CDS
ArcZ,traT,NC_016810,3511862,3511863,+,NC_017720,10102,10227,-,83,116318,1268,19619061,11.04053529,4.19E-48,sRNA,NC_017720#gene
invI#gene2924,STnc440,NC_016810,3059138,3059196,-,NC_016810,4580547,4580565,+,83,892,39789,19695966,46.06037819,1.66E-96,CDS,sRNA
ArcZ,SL1344_4179#gene4263,NC_016810,3511862,3511862,+,NC_016810,4486149,4486248,+,82,116319,371,19619958,37.28098311,5.28E-86,sRNA,CDS
araJ#gene395,CyaR,NC_016810,445302,445543,-,NC_016810,2228881,2228931,+,82,2073,72405,19662170,10.74180933,6.03E-47,CDS,sRNA
spaO#gene2922,FnrS,NC_016810,3057137,3057197,-,NC_016810,1706784,1706792,-,82,27730,16608,19692310,3.506253487,2.45E-14,CDS,sRNA
mdoB#gene4563,InvR,NC_016810,4820935,4821248,-,NC_016810,3067534,3067586,+,81,876,332949,19402824,5.388503163,8.77E-25,CDS,sRNA
rho#gene3941,MgrR,NC_016810,4147086,4147285,+,NC_016810,1550812,1550843,+,81,766,43147,19692736,48.26270989,1.81E-95,CDS,sRNA
STnc440,siiD#gene4280,NC_016810,4580488,4580511,+,NC_016810,4503230,4503299,+,81,46289,3210,19687150,10.73210809,1.76E-46,sRNA,CDS
sulII,aph(3'')-Ib,NC_017719,25,383,-,NC_017719,8631,8655,-,81,858,772,19735019,2413.337046,1.00E-230,NC_017719#gene,NC_017719#gene
SL1344_1896#gene1922.5UTR,ArcZ,NC_016810,2012937,2012946,+,NC_016810,3511899,3511899,+,80,788,23613,19712249,84.75177035,1.70E-113,5UTR,sRNA
cbiC#gene2041,MgrR,NC_016810,2109006,2109026,-,NC_016810,1550804,1550844,+,80,3765,43148,19689737,9.696259983,1.01E-42,CDS,sRNA
ArcZ,pnp#gene3309.SL1344_3254#gene3308.IGR,NC_016810,3511862,3511864,+,NC_016810,3469604,3470023,-,79,116322,1065,19619264,12.51118177,2.46E-49,sRNA,IGR
SL1344_2533#gene2577,CyaR,NC_016810,2714317,2714328,-,NC_016810,2228925,2228931,+,79,192,52654,19683805,153.8167205,9.51E-128,CDS,sRNA
prgH#gene2906,CyaR,NC_016810,3039010,3039489,-,NC_016810,2228925,2228932,+,79,8385,52654,19675612,3.520634212,1.06E-13,CDS,sRNA
SL1344_1871#gene1893.5UTR,DapZ,NC_016810,1989949,1989951,-,NC_016810,74879,74882,+,79,2669,127616,19606366,4.547476831,4.23E-20,5UTR,sRNA
sipC#gene2915,InvR,NC_016810,3051566,3051650,-,NC_016810,3067485,3067586,+,79,2081,333210,19401360,2.210391281,0.002695972,CDS,sRNA
ompA#gene1026,RybB,NC_016810,1118317,1118366,-,NC_016810,941812,941853,-,79,4001,47308,19685342,8.216122694,4.16E-37,CDS,sRNA
SL1344_3112#gene3169.3UTR,MgrR,NC_016810,3321240,3321244,-,NC_016810,1550842,1550843,+,78,1855,43150,19691647,19.18898178,1.34E-62,3UTR,sRNA
ompA#gene1026.5UTR,MicA,NC_016810,1118363,1118366,-,NC_016810,2989452,2989505,+,78,4002,4963,19727687,77.47282847,1.20E-108,5UTR,sRNA
STnc870,SL1344_4441#gene4531,NC_016810,4292542,4292548,+,NC_016810,4784969,4784994,+,78,18203,134,19718315,630.5457974,2.25E-171,sRNA,CDS
STnc440,hupB#gene452,NC_016810,4580485,4580498,+,NC_016810,507732,507893,+,78,39281,11255,19686116,3.473174533,3.74E-13,sRNA,CDS
STnc870,narP#gene2255,NC_016810,4292542,4292543,+,NC_016810,2344494,2344514,+,78,18203,861,19717588,98.13010644,1.34E-115,sRNA,CDS
sprB#gene2898,hilC#gene2899,NC_016810,3034145,3034311,-,NC_016810,3035132,3035368,-,78,3677,22765,19710210,18.36642246,1.75E-61,CDS,CDS
ArcZ,SL1344_3239#gene3294,NC_016810,3511862,3511863,+,NC_016810,3457041,3457197,+,77,116324,101,19620228,128.5890754,3.06E-114,sRNA,CDS
ArcZ,fimB#gene710.SL1344_0698#gene711.IGR,NC_016810,3511862,3511863,+,NC_016810,782056,782069,+,77,116324,252,19620077,51.53728833,8.01E-90,sRNA,IGR
ArcZ,siiC#gene4279,NC_016810,3511862,3511862,+,NC_016810,4501234,4501244,+,77,116324,1416,19618913,9.171346156,7.44E-39,sRNA,CDS
fliC#gene1914,STnc500,NC_016810,2006005,2006077,-,NC_016810,1172560,1172595,-,77,5118,9206,19722329,32.23128886,1.14E-78,CDS,sRNA
GcvB,SL1344_4251#gene4334,NC_016810,3156925,3156941,+,NC_016810,4582065,4582135,-,76,42263,2408,19691983,14.70571822,9.00E-53,sRNA,CDS
GcvB,dnaK#gene11.5UTR,NC_016810,3156802,3156817,+,NC_016810,11576,11580,+,76,808438,44,18928172,40.44109168,4.26E-67,sRNA,5UTR
lpdA#gene155,RprA,NC_016810,181108,181147,+,NC_016810,1401684,1401707,-,76,216,98394,19638044,70.22462902,5.75E-98,CDS,sRNA
STnc440,ugtL#gene1552,NC_016810,4580485,4580502,+,NC_016810,1648177,1648501,-,76,46294,1428,19688932,22.63512184,6.90E-66,sRNA,CDS
cspD#gene897,ArcZ,NC_016810,978420,978423,-,NC_016810,3511913,3511918,+,75,180,18147,19718328,452.7453574,6.93E-156,CDS,sRNA
ArcZ,glyQ#gene3682,NC_016810,3511862,3511862,+,NC_016810,3863955,3864048,-,75,116326,94,19620235,134.5738942,3.18E-112,sRNA,CDS
sptP#gene2910,CyaR,NC_016810,3045386,3045666,-,NC_016810,2228887,2228931,+,75,3156,72412,19661087,6.452399532,3.73E-28,CDS,sRNA
pagK#gene1821,InvR,NC_016810,1920818,1920889,+,NC_016810,3067543,3067586,+,75,1000,332955,19402700,4.370568095,2.10E-17,CDS,sRNA
hilC#gene2899,STnc1920,NC_016810,3034856,3035195,-,NC_016810,2756597,2756647,+,75,39162,11923,19685570,3.16197805,2.59E-10,CDS,sRNA
cheY#gene1873,STnc440,NC_016810,1969869,1969901,-,NC_016810,4580559,4580565,+,75,209,39797,19696649,177.6057361,2.38E-126,CDS,sRNA
siiA#gene4277.5UTR,STnc440,NC_016810,4498818,4498865,+,NC_016810,4580512,4580566,+,75,890,39797,19695968,41.70597242,1.04E-83,5UTR,sRNA
cheM#gene3246,CyaR,NC_016810,3402967,3403041,-,NC_016810,2228911,2228932,+,74,2111,52659,19681886,13.10199987,8.99E-48,CDS,sRNA
RUF_219c.sprB#gene2898.IGR,FnrS,NC_016810,3034333,3034340,-,NC_016810,1706804,1706805,-,74,360,94293,19642003,42.81890319,1.18E-81,IGR,sRNA
groES#gene4350.groEL#gene4351.IGR,InvR,NC_016810,4595635,4595661,+,NC_016810,3067534,3067586,+,74,1435,332956,19402265,3.005006427,1.10E-08,IGR,sRNA
rplL#gene4172,InvR,NC_016810,4386605,4386608,+,NC_016810,3067539,3067586,+,74,1093,332956,19402607,3.945343305,1.06E-14,CDS,sRNA
hilA#gene2908,STnc440,NC_016810,3043559,3043577,+,NC_016810,4580545,4580559,+,74,360,39798,19696498,101.7318606,6.23E-109,CDS,sRNA
InvR,rfbJ#gene2098,NC_016810,3067506,3067519,+,NC_016810,2167982,2168016,-,73,311088,1058,19424511,4.308281064,1.63E-16,sRNA,CDS
sicP#gene2911,InvR,NC_016810,3046482,3046486,-,NC_016810,3067551,3067586,+,73,1910,332957,19401790,2.227117562,0.008752466,CDS,sRNA
rfc#gene1287,MgrR,NC_016810,1367638,1367641,-,NC_016810,1550812,1550836,+,73,23,43155,19693479,1448.392767,3.11E-166,CDS,sRNA
ArcZ,cyaA#gene3963,NC_016810,3511862,3511862,+,NC_016810,4167920,4168149,+,72,116329,362,19619967,33.54549492,5.19E-72,sRNA,CDS
htpX#gene1795,MicA,NC_016810,1898379,1898426,-,NC_016810,2989503,2989505,+,72,274,2395,19733989,2165.166493,6.76E-200,CDS,sRNA
STnc440,SL1344_4251#gene4334,NC_016810,4580488,4580498,+,NC_016810,4582156,4582338,-,72,39287,1049,19696322,34.41068175,1.53E-74,sRNA,CDS
prgJ#gene2904,orgAa#gene2902,NC_016810,3038523,3038792,-,NC_016810,3036740,3037197,-,72,2936,5911,19727811,81.84542051,1.39E-101,CDS,CDS
ArcZ,cobB#gene1176,NC_016810,3511862,3511863,+,NC_016810,1263742,1263746,+,71,116330,286,19620043,41.86976683,6.33E-77,sRNA,CDS
